MODUL-HERSTELLER	MODUL-TYP	NENNLEISTUNG [W]	MODULWIRKUNGSGRAD [%]	SPANNUNG IM MPP [V]	STROM IM MPP [A]	VERSION
Winaico Deutschland GmbH	WSP-285M6 PERC	285.00	17.13	31.80	8.98	6/2015	
Winaico Deutschland GmbH	WSP-290M6 PERC	290.00	17.43	32.10	9.03	6/2015	
Winaico Deutschland GmbH	WSP-295M6 PERC	295.00	17.74	32.30	9.14	6/2015	
Winaico Deutschland GmbH	WSP-300M6 PERC	300.00	18.04	32.30	9.31	6/2015	
Winaico Deutschland GmbH	WSP-305M6 PERC	305.00	18.34	32.60	9.36	6/2015
Megasol Energie AG	M 180 black	180.00	14.10	36.40	4.95	11/2009	
Megasol Energie AG	M 185	185.00	14.49	36.40	5.08	11/2009	
Megasol Energie AG	M 16	16.00	7.91	17.10	0.94	11/2009	
Megasol Energie AG	M 30	30.00	10.29	17.10	1.75	11/2009	
Megasol Energie AG	M 42	42.00	10.46	17.10	2.45	11/2009	
Megasol Energie AG	M 45	45.00	12.68	18.19	2.47	11/2009	
Megasol Energie AG	M 60	60.00	11.27	17.10	3.50	11/2009	
Megasol Energie AG	M 80	80.00	10.93	17.10	4.70	11/2009	
Megasol Energie AG	M 145-36-w	145.00	14.25	17.60	8.24	8/2011	
Megasol Energie AG	M 190-72-w	190.00	14.88	36.50	5.21	6/2011	
Megasol Energie AG	M 190-72-b	190.00	14.88	36.50	5.21	7/2011	
Megasol Energie AG	M 190-72-b SR	190.00	14.82	36.50	5.21	7/2011	
Megasol Energie AG	M 250-60-w	250.00	15.37	30.40	8.22	2/2012	
Megasol Energie AG	M 250-60-b	250.00	15.37	30.40	8.22	2/2012	
Megasol Energie AG	M 190-72-b NICER	190.00	14.34	36.50	5.21	5/2012	
Megasol Energie AG	M 200-72-b NICER	200.00	15.09	36.50	5.48	5/2012	
Megasol Energie AG	M 200-72-b SR	200.00	14.84	36.50	5.48	5/2012	
Megasol Energie AG	M 190-72-b SR	190.00	14.10	36.50	5.21	5/2012	
Megasol Energie AG	M 200-72-b	200.00	15.67	36.50	5.48	5/2012	
Megasol Energie AG	M 200-72-w	200.00	15.67	36.50	5.48	5/2012	
Megasol Energie AG	M 250-60-b	250.00	15.37	30.40	8.22	5/2012	
Megasol Energie AG	M 250-60-w	250.00	15.37	30.40	8.22	6/2012	
Megasol Energie AG	M 255-60-w	255.00	15.67	30.70	8.32	6/2012	
Megasol Energie AG	M 260-60-w	260.00	15.98	30.80	8.46	6/2012	
Megasol Energie AG	M 265-60-w	265.00	16.29	31.00	8.57	6/2012	
Megasol Energie AG	M 270-60-w	270.00	16.60	31.20	8.67	6/2012	
Megasol Energie AG	M 145-36-w	145.00	14.25	17.60	8.24	10/2012	
Megasol Energie AG	M 190-72-b SR	190.00	14.10	36.50	5.21	2/2013	
Megasol Energie AG	M 200-72-b SR	200.00	14.84	36.50	5.48	2/2013	
Megasol Energie AG	M 190-72-b	190.00	14.88	36.50	5.21	2/2013	
Megasol Energie AG	M 200-72-b	200.00	15.67	36.50	5.48	2/2013	
Megasol Energie AG	M 200-72-w	200.00	15.67	36.50	5.48	2/2013	
Megasol Energie AG	M 200-72-b CF	200.00	15.67	36.50	5.48	2/2013	
Megasol Energie AG	M 250-60-b CF	250.00	15.37	30.40	8.22	2/2013	
Megasol Energie AG	M 250-60-b	250.00	15.37	30.40	8.22	2/2012	
Megasol Energie AG	M 250-60-b Nicer	250.00	14.57	30.40	8.22	2/2012	
Megasol Energie AG	M 260-60-b CF	260.00	15.98	30.80	8.46	2/2013	
Megasol Energie AG	P 250-60-w	250.00	15.37	30.90	8.09	6/2013	
Megasol Energie AG	P 255-60-w	255.00	15.67	31.10	8.20	6/2013	
Megasol Energie AG	M 186	186.00	11.81	60.00	3.10	9/2004	
Megasol Energie AG	M 200	200.00	12.12	64.10	3.10	9/2004	
Megasol Energie AG	P 255-60-w GG	255.00	15.83	31.10	8.20	4/2014	
Megasol Energie AG	M 255-60-b GG	255.00	15.83	30.70	8.32	4/2014	
Megasol Energie AG	M 255-60-t GG	255.00	15.83	30.70	8.32	4/2014	
Megasol Energie AG	M 265-60-w GG	265.00	16.45	31.00	8.57	4/2014	
Megasol Energie AG	P 255-60-w GG Nicer	255.00	14.86	31.10	8.20	4/2014	
Megasol Energie AG	M 255-60-b GG Nicer	255.00	14.86	30.70	8.32	4/2014	
Megasol Energie AG	M 255-60-t GG Nicer	255.00	14.86	30.70	8.32	4/2014	
Megasol Energie AG	M 265-60-w GG Nicer	265.00	15.45	31.00	8.57	4/2014	
Megasol Energie AG	M 200-72-b SR	200.00	14.84	36.50	5.48	7/2013	
Megasol Energie AG	P 255-60-w GG CF	255.00	15.67	31.10	8.20	4/2014	
Megasol Energie AG	M 255-60-b GG CF	255.00	15.67	30.70	8.32	4/2014	
Megasol Energie AG	M 255-60-t GG CF	255.00	15.67	30.70	8.32	4/2014	
Megasol Energie AG	M 265-60-w GG CF	265.00	16.29	31.00	8.57	4/2014	
Megasol Energie AG	M 200-72-b CF	200.00	15.67	36.50	5.48	4/2014	
Megasol Energie AG	M 250-60-b CF	250.00	15.37	30.40	8.22	4/2014	
Megasol Energie AG	M 260-60-w CF	260.00	15.98	30.80	8.46	4/2014	
Megasol Energie AG	M 265-60-w CF	265.00	16.29	31.00	8.57	4/2014	
Megasol Energie AG	M 270-60-w CF	270.00	16.60	31.20	8.67	4/2014	
Megasol Energie AG	P 255-60-w CF	255.00	15.67	31.10	8.20	4/2014	
Megasol Energie AG	P 250-60-w	250.00	15.37	30.90	8.09	4/2014	
Megasol Energie AG	P 255-60-w	255.00	15.67	31.10	8.20	4/2014	
Megasol Energie AG	M 250-60-b	250.00	15.37	30.40	8.22	4/2014	
Megasol Energie AG	M 260-60-w	260.00	15.98	30.80	8.46	4/2014	
Megasol Energie AG	M 265-60-w	265.00	16.29	31.00	8.57	4/2014	
Megasol Energie AG	M 270-60-w	270.00	16.60	31.20	8.67	4/2014	
Megasol Energie AG	P260-60-w CF2	260.00	15.98	31.30	8.36	4/2015	
Megasol Energie AG	M260-60-b CF2	260.00	15.98	30.80	8.46	4/2015	
Megasol Energie AG	M270-60-w CF2	270.00	16.60	31.20	8.67	4/2015	
Megasol Energie AG	P260-60-w NICER	260.00	15.16	31.30	8.36	4/2015	
Megasol Energie AG	M260-60-b NICER	260.00	15.16	30.80	8.46	4/2015	
Megasol Energie AG	M270-60-w NICER	270.00	15.74	31.20	8.67	4/2015	
Megasol Energie AG	P260-60-w U35	260.00	15.98	31.30	8.36	7/2015	
Megasol Energie AG	M270-60-w U35b	270.00	16.60	31.20	8.67	7/2015	
Megasol Energie AG	P260-60-w U45	260.00	15.98	31.30	8.36	7/2015	
Megasol Energie AG	P260-60-w U45b	260.00	15.98	31.30	8.36	7/2015	
Megasol Energie AG	M260-60-b U50b	260.00	15.98	30.80	8.46	7/2015	
Megasol Energie AG	M270-60-w U50	270.00	16.60	31.20	8.67	7/2015	
Megasol Energie AG	M280-60-t GG NICER (mono PERC+)	280.00	16.32	31.60	8.87	7/2015	
Megasol Energie AG	P260-60-w GF NICER	260.00	15.16	31.30	8.36	7/2015	
Megasol Energie AG	P280-60-w GF NICER (poly PERC+)	280.00	16.32	32.10	8.73	7/2015	
Megasol Energie AG	P280-60-b GF NICER (poly PERC+	280.00	16.32	32.10	8.73	7/2015	
Megasol Energie AG	M290-60-w GF NICER (mono PERC+)	290.00	16.90	32.00	9.07	7/2015	
Megasol Energie AG	P260-60-w GG	260.00	16.14	31.30	8.36	7/2015	
Megasol Energie AG	P280-60-w GG (poly PERC+)	280.00	17.38	32.10	8.73	7/2015	
Megasol Energie AG	P280-60-b GG (poly PERC+ "Black Square")	280.00	17.38	32.10	8.73	7/2015	
Megasol Energie AG	M280-60-t GG (mono PERC+)	280.00	17.38	31.60	8.87	7/2015	
Megasol Energie AG	M290-60-w GG (mono PERC+)	290.00	18.00	32.00	9.07	7/2015	
Megasol Energie AG	P260-60-w PGG	260.00	16.14	31.30	8.36	5/2015	
Megasol Energie AG	M270-60-w GG	270.00	16.76	31.20	8.67	2/2015	
Megasol Energie AG	M270-60-b GG	270.00	16.76	31.20	8.67	2/2015	
Megasol Energie AG	M270-60-t GG	270.00	16.76	31.20	8.67	2/2015	
Megasol Energie AG	M260-60-b GG	260.00	16.14	30.80	8.46	2/2015	
Megasol Energie AG	M280-60-w GG	280.00	17.38	31.60	8.88	9/2014	
Megasol Energie AG	P255-60-w CF2	255.00	15.67	31.10	8.20	3/2015	
Megasol Energie AG	P255-60-w	255.00	15.67	31.10	8.20	8/2014	
Megasol Energie AG	P260-60-w	260.00	15.98	31.30	8.36	8/2014	
Megasol Energie AG	M260-60-b	260.00	15.98	30.80	8.46	8/2014	
Megasol Energie AG	M270-60-w	270.00	16.60	31.20	8.67	8/2014	
Megasol Energie AG	M200-72-b NICER	200.00	14.70	36.50	5.48	8/2014	
Megasol Energie AG	M260-60-w NICER	260.00	15.16	30.80	8.46	8/2014	
Megasol Energie AG	M265-60-w NICER	265.00	15.45	31.00	8.57	8/2014	
Megasol Energie AG	P255-60-w NICER	255.00	14.86	31.10	8.20	8/2014
